Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
casC,Q46899,1638,19133,96.74300,94.44444,0.17426,0.00100,0.75106,0.00100,0.00156,CRISPR system Cascade subunit CasC,NA,response to biotic stimulus/defense response/defense response to other organism/response to external biotic stimulus/response to other organism/response to external stimulus/defense response to virus/defense response to symbiont/biological process involved in interspecies interaction between organisms/response to virus,RNA binding,NA
glyE,NA,1632,13534,98.11192,97.56098,0.19179,0.00100,0.82318,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
rfbB,P26391,1624,37800,93.92802,66.66667,0.22175,0.00100,0.50071,0.00100,0.00156,"dTDP-glucose 4,6-dehydratase",NA,NA,NA,NA
group_10305,NA,1597,9084,98.97112,96.96970,0.10198,0.00100,0.62735,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_274,NA,1588,37501,94.90617,64.00000,0.12626,0.00100,0.05811,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_532,NA,1586,38388,87.91870,42.85714,0.22549,0.00100,0.29289,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
salL,A4X3Q0,1580,23551,96.60088,90.32258,0.24478,0.00100,0.80923,0.00100,0.00156,Adenosyl-chloride synthase,NA,NA,NA,NA
group_68423,NA,1563,38034,97.25130,13.33333,0.23616,0.00100,0.15648,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_421,NA,1543,38531,92.70032,8.69565,0.20130,0.00100,0.28288,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_338,NA,1542,37728,95.04546,66.66667,0.12153,0.00100,0.06880,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_896,NA,1526,30269,97.04689,90.00000,0.26674,0.00100,0.93036,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_673,NA,1522,37645,95.64595,63.15789,0.11645,0.00100,0.04986,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2716,NA,1516,37388,95.28868,30.76923,0.27692,0.00100,0.30191,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
nlhH,P9WK87,1516,26303,96.83575,72.72727,0.22714,0.00100,0.80100,0.00100,0.00156,Carboxylesterase NlhH,NA,NA,NA,NA
group_651,NA,1507,20800,97.08867,92.30769,0.26301,0.00100,0.86599,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_23934,NA,1495,9742,99.35394,100.00000,0.05552,0.00600,0.58153,0.00100,0.00156,Bacterioferritin-associated ferredoxin,NA,NA,NA,NA
rfbA,P37744,1488,38520,93.69051,63.63636,0.23939,0.00100,0.38079,0.00100,0.00156,Glucose-1-phosphate thymidylyltransferase 1,Biosynthesis of secondary metabolites,carbohydrate metabolic process/cellular component organization/cellular component assembly/cellular component organization or biogenesis/nucleobase-containing small molecule metabolic process/carbohydrate derivative metabolic process/protein-containing complex assembly/cellular component biogenesis/protein complex oligomerization/protein homooligomerization/carbohydrate derivative biosynthetic process/cellular carbohydrate metabolic process/lipopolysaccharide metabolic process/lipopolysaccharide biosynthetic process/carbohydrate biosynthetic process/liposaccharide metabolic process/cellular macromolecule biosynthetic process/cellular polysaccharide metabolic process/cellular polysaccharide biosynthetic process/polysaccharide metabolic process/protein homotetramerization/cellular carbohydrate biosynthetic process/protein tetramerization/polysaccharide biosynthetic process/protein-containing complex organization/lipid biosynthetic process/extracellular polysaccharide biosynthetic process/extracellular polysaccharide metabolic process/cellular lipid metabolic process/nucleotide-sugar metabolic process/nucleotide-sugar biosynthetic process/lipid metabolic process,"identical protein binding/nucleotidyltransferase activity/transferase activity, transferring phosphorus-containing groups",NA
yfcS,P77599,1488,17805,97.24605,95.00000,0.24405,0.00100,0.76384,0.00100,0.00156,putative fimbrial chaperone YfcS,NA,pilus organization/chaperone-mediated protein folding/protein folding/cell projection organization/cellular component organization/cellular component organization or biogenesis/external encapsulating structure organization/cell wall organization/cell wall organization or biogenesis,NA,envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
ygiZ,NA,1486,26275,96.61757,66.66667,0.36117,0.00100,0.76104,0.00100,0.00156,Inner membrane protein YgiZ,NA,NA,NA,NA
yfeA,Q57449,1468,36661,95.37924,25.00000,0.45093,0.00100,0.67442,0.00100,0.00156,putative periplasmic iron-binding protein,NA,NA,NA,NA
group_4789,NA,1466,21238,98.74889,80.00000,0.12844,0.00100,0.47015,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
traC_1,NA,1463,34703,95.57619,66.66667,0.11120,0.00100,0.05021,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
mntB_3,O34338,1462,36358,94.68298,25.00000,0.45628,0.00100,0.61981,0.00100,0.00156,Manganese transport system ATP-binding protein MntB,NA,NA,NA,NA
group_484,NA,1461,37084,95.72434,63.15789,0.11693,0.00100,0.07829,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_1166,NA,1458,30262,96.70694,66.66667,0.10071,0.00100,0.46618,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
mntB_2,Q55282,1458,36468,95.32896,25.00000,0.46117,0.00100,0.61776,0.00100,0.00156,Manganese transport system membrane protein MntB,NA,NA,NA,NA
group_3279,NA,1457,31777,96.10742,74.28571,0.31585,0.00100,0.80175,0.00100,0.00156,HTH-type transcriptional activator RhaR,NA,NA,NA,NA
casA,Q46901,1454,19167,96.59877,91.89189,0.18378,0.00100,0.80759,0.00100,0.00156,CRISPR system Cascade subunit CasA,NA,response to biotic stimulus/defense response/defense response to other organism/response to external biotic stimulus/response to other organism/response to external stimulus/defense response to virus/defense response to symbiont/biological process involved in interspecies interaction between organisms/response to virus,transition metal ion binding/RNA binding/zinc ion binding/DNA binding,NA
group_1710,NA,1436,38286,90.39863,15.38462,0.28425,0.00100,0.48892,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
chbC_2,P17334,1435,17384,97.65922,95.23810,0.23340,0.00100,0.93246,0.00100,0.00156,"PTS system N,N'-diacetylchitobiose-specific EIIC component",Phosphotransferase system (PTS),carbohydrate derivative transport/organic substance transport/carbohydrate transport/carbohydrate transmembrane transport/import into cell/import across plasma membrane/phosphoenolpyruvate-dependent sugar phosphotransferase system/carbohydrate import across plasma membrane,"carbohydrate transmembrane transporter activity/transferase activity, transferring phosphorus-containing groups/protein-N(PI)-phosphohistidine-sugar phosphotransferase activity/active transmembrane transporter activity/phosphotransferase activity, alcohol group as acceptor/protein-phosphocysteine-sugar phosphotransferase activity",NA
group_7158,NA,1434,12769,97.94244,100.00000,0.11239,0.00100,0.88034,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_4244,NA,1425,26471,97.63633,80.00000,0.09347,0.00100,0.46519,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
intS_2,P37326,1423,39452,96.60721,69.56522,0.32255,0.00100,0.52660,0.00100,0.00156,Prophage integrase IntS,NA,biological process involved in interspecies interaction between organisms/viral process/entry into host/viral entry into host cell/viral life cycle/biological process involved in symbiotic interaction/biological process involved in interaction with host/movement in host/DNA metabolic process/DNA integration/DNA recombination,identical protein binding/sequence-specific DNA binding/DNA binding,NA
ylcG,NA,1414,37575,91.92605,55.55556,0.22911,0.00100,0.47575,0.00100,0.00156,putative protein YlcG,NA,NA,NA,NA
group_3942,NA,1413,11444,98.72154,96.96970,0.11482,0.00100,0.82482,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
traV,P41069,1406,39190,95.61848,66.66667,0.10907,0.00100,0.06403,0.00100,0.00156,Protein TraV,NA,NA,NA,NA
hmuU,Q56992,1404,17644,97.90194,97.14286,0.21455,0.00100,0.91303,0.00100,0.00156,Hemin transport system permease protein HmuU,NA,NA,NA,NA
group_528,NA,1403,36690,95.17412,76.92308,0.13919,0.00100,0.12118,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hmuT,Q56991,1403,20576,97.17285,89.47368,0.23656,0.00100,0.86300,0.00100,0.00156,Hemin-binding periplasmic protein HmuT,NA,NA,NA,NA
group_2570,NA,1398,33987,97.44360,92.30769,0.19632,0.00100,0.84067,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
intA_2,P32053,1397,37262,98.46902,52.94118,0.20439,0.00100,0.16906,0.00100,0.00156,Prophage integrase IntA,NA,viral process,"catalytic activity, acting on a nucleic acid/catalytic activity, acting on DNA",NA
nadC_1,P9WJJ7,1397,36204,97.45572,96.29630,0.22202,0.00100,0.86694,0.00100,0.00156,Nicotinate-nucleotide pyrophosphorylase [carboxylating],NA,NA,NA,NA
group_745,NA,1378,38450,90.32632,46.15385,0.19095,0.00100,0.34203,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_630,NA,1369,37507,92.01289,18.18182,0.20335,0.00100,0.27781,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_413,NA,1366,36918,95.59584,76.92308,0.11888,0.00100,0.09045,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8918,NA,1362,10624,98.51653,95.23810,0.49901,0.00100,0.85898,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
pgrR_3,P77333,1345,24645,97.74052,78.78788,0.28767,0.00100,0.73518,0.00100,0.00156,HTH-type transcriptional regulator PgrR,NA,negative regulation of metabolic process/negative regulation of biosynthetic process/negative regulation of cellular biosynthetic process/negative regulation of cellular metabolic process/negative regulation of biological process/negative regulation of cellular process/negative regulation of macromolecule biosynthetic process/negative regulation of macromolecule metabolic process/negative regulation of DNA-templated transcription/negative regulation of RNA metabolic process/negative regulation of RNA biosynthetic process/negative regulation of nucleic acid-templated transcription/negative regulation of nitrogen compound metabolic process/negative regulation of nucleobase-containing compound metabolic process/regulation of gene expression/regulation of cellular metabolic process/bacterial-type flagellum-dependent swarming motility/regulation of DNA-templated transcription/regulation of nucleic acid-templated transcription/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/cell motility/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/bacterial-type flagellum-dependent cell motility/regulation of macromolecule metabolic process/regulation of RNA biosynthetic process/cilium or flagellum-dependent cell motility/archaeal or bacterial-type flagellum-dependent cell motility/RNA biosynthetic process/DNA-templated transcription/nucleic acid-templated transcription,sequence-specific DNA binding/DNA-binding transcription factor activity/transcription regulator activity/DNA binding,NA
group_370,NA,1344,39603,90.67962,0.00000,0.34545,0.00100,0.49877,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_8755 (rbsC_2),P0AGI1,1344,16580,97.85066,96.00000,0.17260,0.00100,0.92373,0.00100,0.00156,Ribose import permease protein RbsC,ABC transporters,organic substance transport/carbohydrate transport/carbohydrate transmembrane transport/monosaccharide transmembrane transport/pentose transmembrane transport,carbohydrate transmembrane transporter activity/monosaccharide transmembrane transporter activity/sugar transmembrane transporter activity,transporter complex/membrane protein complex/transmembrane transporter complex/ATPase dependent transmembrane transport complex/plasma membrane protein complex/ATP-binding cassette (ABC) transporter complex
fruK_1,P0AAF3,1343,17591,97.54684,92.30769,0.19342,0.00100,0.92739,0.00100,0.00156,Fructose import ATP-binding protein FruK,ABC transporters,organic substance transport/carbohydrate transport/carbohydrate transmembrane transport/monosaccharide transmembrane transport/pentose transmembrane transport,"carbohydrate transmembrane transporter activity/monosaccharide transmembrane transporter activity/sugar transmembrane transporter activity/active transmembrane transporter activity/adenyl nucleotide binding/ATP binding/pyrophosphatase activity/adenyl ribonucleotide binding/hydrolase activity, acting on acid anhydrides/hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides/primary active transmembrane transporter activity/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/ATPase-coupled transmembrane transporter activity/ATP hydrolysis activity/ribonucleoside triphosphate phosphatase activity/ATP-dependent activity/ABC-type transporter activity",transporter complex/membrane protein complex/transmembrane transporter complex/ATPase dependent transmembrane transport complex/plasma membrane protein complex/ATP-binding cassette (ABC) transporter complex
